name,part,way,img,detail,manual,number,step
고구마 빠스,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053430_1416213270309.jpg,"고구마 60g, 설탕 20g, 물 2g, 검은깨 2g, 식용유 10g","['1. 고구마를 깨끗이 씻어 껍질을 벗긴다.', '2. 고구마를 길게 4등분 하여 4cm로 토막낸다.', '3. 깊은 팬에 식용유를 넣고 160℃로 만든다.', '4. 3에 고구마를 넣고 저어가며 4분 정도 노릇하게 튀긴다.', '5. 팬에 식용유를 약간 넣고 뜨거워지면 설탕을 넣어 중불에 녹여 갈색나는 시럽을 만든다.', '6. 튀긴 고구마를 시럽에 버무리고 검은깨를 뿌린다.']",0,vegan
검은콩 스프,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053431_1416213271961.jpg,"콩 30g, 닭육수 70g, 토마토 30g, 큐민파우더 1g, 파슬리말린것 1g, 카엔패퍼 2g, 사워크림 2g, 두유 70g, 식용유 4g, 양파다진것 7g, 샐러리 3g, 마늘 1g","['1. 양파, 셀러리, 마늘, 토마토를 굵게 다진다.', '2. 팬에 양파를 볶다가 셀러리와 마늘을 볶는다.', '3. 콩과 두유를 넣은 뒤 토마토, 육수, 큐민, 파슬리, 카엔패퍼를 넣는다.', '4. 볶은 재료들을 모두 믹서로 간다.', '5. 믹서에 간 재료들을 체에 거른다.', '6. 체에 거른 것을 끓여주고 사워크림으로 장식한다']",0 2 5,pollo
도토리묵 콩국,국&찌개,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053433_1416213273867.jpg,"곤약 10g, 서리태 20g, 마늘 2g, 마늘쫑 5g, 파프리카 5g[소스소개] 저나트륨 조림소스:간장 3.4g, 설탕 2.2g, 물 20g, 청주 1.5g, 소금 0.1g","['1. 대두는 6시간 이상 물에 불린다.', '2. 불린통은 20~25분 정도 삶은 후 껍질을 제거한다.', '3. 껍질을 제거한 삶은 콩에 참깨와 물을 넣고 곱게 갈아 체에 받쳐 준비한다.', '4. 도토리묵은 7cm 길이로 굵게 채썬다.', '5. 오이는 어슷썬다.', '6. 그릇에 묵을 담고 준비된 콩국을 붓고 오이채를 곁들인다.']",0,vegan
된장국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053434_1416213274929.jpg,"우리밀가루 30g, 냉이 15g, 팽이버섯 5g, 된장 8g, 파 3g, 국멸치 3g, 홍고추 2g, 다진 마늘 2.5g, 건다시마 2g, 물 250g","['1. 밀가루에 물 20g 을 넣어 반죽을 하고 뚜껑 있는 그릇에 담아 30분 이상 냉장 보관한다', '2. 물 2컵에 국멸치와 다시마를 넣고 멸치다시마국물을 낸 뒤 다시마는 건져서 2~3cm 가량으로 채 썬다', '3. 냉이, 밑동을 자른 팽이버섯은 2~3cm 가량 썰고, 파와 홍고추는 어슷썰기 한다', '4. 멸치다시마국물 ⅔컵에 된장을 풀고 냉이와 밀가루반죽을 떼어 넣는다', '5. 수제비가 떠오르면 파, 마늘을 넣는다.', '6. 그릇에 담아 팽이버섯, 다시마, 홍고추를 넣는다.', '7. 멸치다시마국물 ⅔컵에 된장을 풀고 냉이와 밀가루반죽을 떼어 넣는다 (d)', '8. 수제비가 떠오르면 파, 마늘을 넣는다', '9. 그릇에 담아 팽이버섯, 다시마, 홍고추를 넣는다']",0 3,pesco
두부 달걀전,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053435_1416213275631.jpg,"두부 60g, 카레가루 0.4g, 후춧가루 0.1g, 밀가루 1.6g, 식용유 4g, 청고추 0.5g, 홍고추 0.5g [소스소개]저나트륨초간장소스:간장 1g, 식초 1.5g, 설탕 0.3g, 통깨 0.1g","['1. 두부를 네모지게 썬다.', '2. 썬 두부를 소창으로 물기를 제거한 뒤 소금과 후춧가루로 밑간 한다.', '3. 달걀에 카레가루를 넣은 뒤 잘 풀어준다.', '4. 두부의 물기를 제거하고 밀가루를 묻힌 뒤 3의 달걀을 입힌다.', '5. 식용유를 넣은 팬에 청, 홍고추 송송 썬것을 얹어 노릇하게 지진다.', '6. 저나트륨 초간장소스를 곁들여 낸다.']",0,vegan
두부선과 저나트륨 겨자 간장소스,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053436_1416213276349.jpg,"두부 80g, 표고버섯마른것 10g, 쇠고기 20g, 애호박 20g [소스소개] 쇠고기양념:설탕 1.4g, 참기름 1g<br />저나트륨겨자간장소스 :간장 2g, 물 2g, 식초 2g, 설탕 0.5g, 연겨자 0.5g","['1. 두부는 4x4x2cm로 썰어 윗면에 대각선으로 칼집을 넣는다.', '2. 호박은 3cm길이로 곱게 채썰고 표고버섯과 소고기도 곱게 채썰어 양념한다.', '3. 팬에 채썬 호박을 볶아내고 양념해 둔 표고버섯과 소고기도 볶는다.', '4. 칼집을 넣은 두부에 볶아둔 재료들을 칼집 사이에 끼워 속을 넣는다.', '5. 준비된 두부를 찜통에 쪄낸다.', '6. 저나트륨 겨자 간장소스를 곁들인다.']",0 1,flex
두부 튀김 조림,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053437_1416213277067.jpg,"두부 70g, 녹말가루 10g, 식용유 10g, 청피망 5g, 홍피망 5g, 노랑파프리카 5g, 간장 2g, 물엿 5g, 고추장 1g, 참기름 2g, 통깨 0.5g","['1. 두부를 정육면체로 썬 후 소금을 뿌려 물기를 제거한 뒤 녹말가루를 묻힌다.', '2. 두부를 175℃ 식용유에 바삭하게 두 번 튀긴다.', '3. 피망과 파프리카는 0.5cm의 사각모양으로 썬다.', '4. 불에 간장, 물엿, 고추장, 물을 분량대로 섞어둔다.', '5. 식용유를 넣은 팬에 피망과 파프리카를 볶다가 섞어둔 조림장을 넣고 끓인다.', '6. 5의 조림장이 걸쭉해지면 튀긴 두부를 넣고 조심스레 섞은 후 참기름과 통깨로 마무리 한다.']",0,vegan
마파두부,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053437_1416213277879.jpg,"두부 100g, 돼지고기 갈은것 50g, 양파다진것 10g, 청피망 5g, 홍피망 2g, 대파 2g, 마늘다진것 1g, 생강다진것 0.2g, 식용유 3g, 고추장 3g, 두반장 3g, 진간장 1g, 백설탕 1g, 감자전분 5g, 참기름 0.5g, 후춧가루 0.1g","['1. 피망과 돼지고기를 다진 뒤 생강즙, 후춧가루, 참기름으로 양념하고, 두부는 1.5cm 주사위모양으로 잘라 끓는물에 1분 간 데친다', '2. 대파는 0.2cm 길이로 썰고 청, 홍피망, 양파, 생강은 잘게 다진다.', '3. 팬에 고추기름을 두르고 다진마늘, 생강을 넣고 볶아 향을 낸 뒤 돼지고기를 넣고 3분 간 볶는다.', '4. 양파와 파를 넣고 볶다가 청, 홍피망과 두반장, 간장, 고추장, 설탕, 후춧가루를 넣고 2분간 볶은 뒤 분량의 물을 넣고 3분 간 끓인다.', '5. 녹말물을 넣어 농도를 맞춘 뒤 1분 간 끓이고 데친 두부를 넣고 3분 간 끓인다.', '6. 참기름을 넣어 향을 내고 통깨를 뿌린다.', '7. 6에 양파와 파를 넣고 볶다가 청·홍피망과 두반장, 간장, 고추장, 설탕, 후춧가루를 넣어 2분간 볶다가 분량의 물을 넣어 3분간 끓인다.-B', '8. 7에 물녹말을 넣고 농도를 맞춘 후에 1분간 끓인다.-C', '9. 8에 데쳐둔 두부를 넣고 3분간 끓인 후 참기름을 넣고 1분간 더 익힌 후에 완성한다.-D 파프리카를 볶다가 섞어둔 조림장을 넣고 끓이다 걸쭉해지면 튀긴 두부를 넣고 조심스레 섞은 후 참기름과 통깨로 마무리 한다.-D']",0 1,flex
바나나 스틱,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01103_1.png,"바나나(100g), 중력분(85g),
옥수수가루(35g), 아몬드가루(20g),
베이킹파우더(3g), 버터(30g), 소금(1g),
달걀(1개), 크랜베리(30g), 땅콩(30g),
흑임자(30g)","['1. 크랜베리는 작게 자르고 바나나는 구운 후 으깬다.', '2. 중력분, 옥수수, 아몬드가루, 베이킹파우더를 체 친 후 소금을 섞고 바나나와 달걀을 섞는다.', '3. 버터를 부드럽게 만들어 반죽에 넣고 섞는다.', '4. 반죽을 10g으로 분할하고 10cm정도의 막대 모양으로 만들고 일부는 크랜베리를 속에 넣어준다.', '5. 손잡이 부분을 제외한 부분을  흑임자, 잘게부순 땅콩에 굴린다.', '6. 170℃ 오븐에서 25분 간 굽는다.']",0 4 5,lacto-ovo
달코미 고구마 타르트,후식,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01104_1.png,"딸기(150g), 고구마(180g), 요거트(85g),
만두피(35g), 우유(3g), 식용유(700g)","['1. 고구마 껍질을 벗기고 얇게 썬 뒤 삶아 잘게 으깬다.', '2. 요거트와 우유를 으깬 고구마에 섞어 고구마무스를 만든다.', '3. 만두피를 국자를 이용해 그릇모양으로 만들어 튀긴다.', '4. 튀긴 만두피의 기름을 제거한다.', '5. 만두피 그릇에 고구마무스를 채운다.', '6. 딸기를 입자있게 잘라 졸인 뒤 고구마무스 위에 올린다.']",0 5,lacto
콩가루 고구마 타르트,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01105_1.png,"콩가루(15g), 고구마(175g), 박력분(65g),
버터(80g), 우유(25g), 달걀(1/2개),
생크림(30g), 꿀(15g), 소금(1g)","['1. 박력분, 콩가루를 체에 내리고 버터(50g)를~ 잘게 잘라 섞은 뒤 소금 녹인 물을 조금씩 섞는다.', '2. 반죽을 한 덩어리로 뭉쳐 냉장고에 1시간 정도 휴지키신 뒤 밀대로 0.3cm 두께로 밀고 표면에 구멍을 낸다.', '3. 2번을 타르트 틀에 넣어 밀착시키고 냉장고에 20분 간 휴지시킨 뒤 누름돌을 올리고 150℃ 오븐에 8분 간 굽는다.', '4. 버터(30g)를 풀어 꿀을 넣고 크림화 한 뒤 달걀을 섞고 휘핑한 생크림을 섞고 삶아 으깬 고구마와 콩가루를 섞는다.', '5. 고구마를 주사위 모양으로 잘라 오븐에 굽는다.', '6. 타르트에 콩가루 고구마 크림을 올리고 그 위에 구운 고구마와 꿀을 올린다.']",0 4 5,lacto-ovo
코마레티,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01106_1.png,"아몬드슬라이스(50g),
코코넛슬라이스(50g), 설탕(15g),
달걀(1개)","['1. 아몬드슬라이스를 비닐봉지에 넣고 적당한 크기로 조각낸다.', '2. 달걀흰자와 설탕을 넣고 설탕이 섞일 정도만 풀어준다.', '3. 2번에 조각낸 아몬드슬라이스와 코코넛슬라이스를 넣고 섞는다.', '4. 20g씩 원형으로 팬에 올린다.', '5. 160℃ 오븐에서 굽는다.', '6. 20분 정도부터 색이 나면 오븐에서 꺼내 식힌다.']",0 4,ovo
수(Sugaer)다(Down) 고구마 케이크,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01107_1.png,"밤고구마(65g), 요거트(18g), 키위(7g),
파인애플(7g), 카스테라(2g),
블루베리(5g)","['1. 고구마는 깨끗하게 씻은 뒤 껍질을 벗기고 찐다.', '2. 찐 고구마를 으깨고 요거트와 섞는다.', '3. 카스테라를 체에 갈아 가루를 만든다.', '4. 키위, 파인애플을 적당한 크기로 자른다.', '5. 무스틀에 2번을 넣어 평평하게 펴주고 키위, 블루베리, 파인애플을 넣고 요거트를 올린 뒤 다시 고구마를 넣어 펴준다.', '6. 카스테라 가루를 뿌리고 키위, 블루베리, 파인애플을 올린다.']",0 5,lacto
단구마 무스 샌드 케이크,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01108_1.png,"고구마(30g), 단호박(30g), 생크림(60g),
달걀(2개), 박력분(30g), 우유(15g),
설탕(10g), 버터(3g), 레몬즙(1g),
크랜베리(15g)","['1. 달걀 노른자를 휘핑하고 박력분을 넣은 뒤 우유와 녹인 버터를 넣고 섞는다.', '2. 달걀 흰자는 레몬즙과 설탕을 3번에 나누어 넣으면서 머랭을 만든다.', '3. 머랭과 크랜베리를 노른자 반죽에 넣고 부드럽게 섞는다.', '4. 180℃ 오븐에서 15분 정도 구워 시트를 만든 뒤 컵모양으로 자른다.', '5. 고구마와 단호박은 삶은 뒤 껍질을 벗기고 각각 체에 내려 생크림을 섞는다.', '6. 시트, 단호박무스, 고구마무스 순서로 여러겹 쌓아 올린다.']",0 4 5,lacto-ovo
당근&그릭요거트 케이크,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01109_1.png,"당근퓨레(5g), 박력분(150g), 달걀(3개),
버터(37g), 꿀(5g), 소금(2g), 설탕(180g),
베이킹파우더(1.5g), 바닐라향(1g),
그릭요거트(150g), 제철과일(10g)","['1. 달걀 노른자를 풀어준 뒤 설탕(90g), 소금, 바닐라향을 3번에 나눠 넣으며 섞는다.', '2. 달걀 흰자는 60% 머랭을 만든 뒤 설탕(90g)을 조금씩 넣으면서 단단한 머랭을 만든다.', '3. 1번에 머랭 1/3을 넣고 섞은 뒤 박력분, 베이킹파우더를 체에 내려 섞는다.', '4. 3번에 꿀과 버터를 녹여 섞은 뒤 나머지 머랭을 넣고 원형틀에 절반 정도 반죽을 채운다.', '5. 170℃ 오븐에서 30분 간 구워 시트를 만든다.', '6. 시트와 당근퓨레를 섞은 그릭요거트를 번갈아 쌓고 맨 위에 제철과일을 올린다.']",0 4 5,lacto-ovo
완두콩 롤,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01110_1.png,"완두콩(50g), 식빵(50g), 찹쌀가루(20g),
우유(25g), 올리고당(2g)","['1. 완두콩은 삶은 뒤 믹서에 간다.', '2. 간 완두콩에 올리고당, 우유를 넣고 졸인다.', '3. 찹쌀가루는 익반죽하여전자레인지에 3분 가열 후 숟가락으로 젓고 2분 간 더 돌려떡을 만든다.', '4. 식빵은 밀대로 밀어 납작하게 한 뒤 가장자리를 자른다.', '5. 식빵위에 찹쌀떡을 넓게 펴 바르고 그 위에 졸인 완두콩을 올린다.', '6. 5번을 돌돌 말아 고정시킨 뒤 먹기 좋은 크기로 자른다.']",0 5,lacto
단호박두부팬케이크,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01111_1.png,"단호박(25g), 두부(10g), 밀가루(75g),
타가토스(10g), 우유(15g), 식용유(3g)","['1. 단호박은 찜통에 찐 뒤 껍질을 벗기고 으깬다.', '2. 으깬 단호박, 두부, 우유를 믹서에 넣고 간다.', '3. 밀가루, 타가토스를 체에 곱게 내린다.', '4. 2번, 3번을 섞어 팬케이크 반죽을 만든다.', '5. 팬에 식용유를 두르고 약불에서 팬케이크를 굽는다.', '6. 접시에 담는다.']",0 5,lacto
약밥 닮은 호떡,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01112_1.png,"호떡반죽(200g), 밤(30g), 고구마(30g),
곶감(50g), 호두(10g), 호박씨(10g),
잣(5g), 대추(1알), 계피가루(8g),
식용유(15g), 물(80g)","['1. 호떡반죽에 물을 넣고 반죽한 뒤 발효시킨다.', '2. 밤, 고구마, 대추, 곶감, 호두를 다진다.', '3. 2번에 잣, 호박씨, 계피가루, 홍시를 섞는다.', '4. 발효시킨 반죽에 3번을 채우고 동그랗게 빚는다.', '5. 팬에 식용유를 두른다.', '6. 가열된 팬에 반죽을 올린 뒤 납작하게 눌러 굽는다.']",0,vegan
두부티라미수,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01113_1.png,"두부(80g), 고구마(120g),
마스카포네치즈(12g), 크랜베리(2g),
두유(5g), 호두(15g), 아몬드(8g),
박력분(2g), 아몬드가루(3g), 버터(2g)","['1. 고구마는 껍질을 벗기고 삶아 으깬 뒤 체에 내린다.', '2. 두부, 크랜베리, 마스카포네치즈, 두유를 믹서에 넣고 갈아 두부크림을 만든다.', '3. 두부크림에 다진 호두, 아몬드를 섞는다.', '4. 실온의 말랑한 버터에 박력분과 아몬드가루를 넣고 보슬보슬하게 섞어 소보루 반죽을 만든다.', '5. 4번을 170℃ 오븐에서 15분 간 굽는다.', '6. 투명한 컵에 으깬 고구마와 두부크림을 켜켜이 쌓고 마지막에 소보루를 올린다.']",0 5,lacto
두부있슈,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01114_1.png,"연두부(60g), 요거트(100g), 중력분(22g),
버터(22g), 달걀(1개), 소금(0.2g),
딸기(60g), 호두(20g), 물(27g)","['1. 물, 소금, 버터를 끓이면서 버터가 녹으면 잘 저어 중력분을 섞어 호화시킨다.', '2. 불을 끄고 달걀을 조금씩 넣어가며 섞어 반죽에 끈기가 생기게 한다.', '3. 짤주머니에 원형 깍지를 끼우고 철판에 도톰하게 짠 뒤 분무기로 반죽 표면에 물을 뿌린다.', '4. 190℃ 오븐에서 20분 간 굽는다.', '5. 딸기는 다진 후 냄비에 졸인다.', '6. 식힌 슈를 가로로 자르고 요거트, 연두부, 딸기, 호두로 속을 채운다.']",0 4 5,lacto-ovo
바나나 생강 크림이 들어간 미숫가루 쿠키슈,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01115_1.png,"바나나(2개), 생강가루(2g),
휘핑크림(100g), 코코넛밀크(25g),
미숫가루(10g), 박력분(45g), 버터(35g),
코코넛설탕(12g), 달걀(1개), 소금(0.5g),
물(40g)","['1. 실온의 버터(15g)와 코코넛설탕을 섞은 뒤 박력분(15g), 미숫가루를 체쳐 쿠키반죽을 만들어 냉장고에서 휴지시킨다.', '2. 휴지시킨 쿠키반죽을 넓게 밀어 편 뒤 원형 커터로 자른다.', '3. 바나나, 코코넛밀크, 생강가루를 믹서에서 곱게 갈아 퓌레를 만들고 휘핑한 생크림과 섞는다.', '4. 버터(20g), 물, 소금을 끓인 후 체친 박력분(30g)을 넣고 반죽에 얇은 막이 생길 때 까지 볶아 호화시킨다.', '5. 4를 식힌 뒤 달걀을 섞고 팬에 둥글게 짜준 뒤 분무기로 물을 뿌린다.', '6. 5에 잘라둔 쿠키반죽을 올리고 190℃ 오븐에서 25분 정도 굽고 3번으로 속을 채운다.']",0 4 5,lacto-ovo
단호박몽블랑,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01116_1.png,"단호박(150g), 아몬드가루(45g),
박력분(15g), 스테비아(2g), 달걀(2.5개),
올리고당(40g), 가루녹차(1.5g),
생크림(210g), 판젤라틴(2g),
마스카르포네치즈(35g), 설탕(15g)","['1. 달걀흰자와 올리고당(50g)을 섞어 머랭을 만들고 아몬드가루, 스테비아, 박력분, 가루녹차를 섞는다.', '2. 짤주머니에 반죽을 담아 원형틀에 짜 넣고 170℃ 오븐에서 15분 간 굽는다.', '3. 마스카르포네치즈(20g)와 설탕을 섞어 부드럽게 만든 뒤 생크림(120g)을 섞고 젤라틴으로 농도를 맞춘다.', '4. 단호박을 삶은 후 볶아 수분을 날리고 올리고당, 계피가루, 마스카르포네치즈를 넣고 섞는다.', '5. 4번에 생크림(90g)을 넣고 잘 섞은 뒤 젤라틴으로 농도를 맞춘다.', '6. 가루녹차 다쿠아즈를 깔고 그 위에 짤주머니로 치즈크림, 단호박크림 순으로 올린다.']",0 1 4 5,flex
렌틸콩 크레이프,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01117_1.png,"렌틸콩(레드, 20g), 중력분(15g),
달걀(1/2개), 우유(50g), 생크림(30g),
설탕(3g), 버터(2g), 크림치즈(10g),
귤(60g), 키위(60g), 블루베리(20g)","['1. 렌틸콩을 삶아 믹서에 갈고 체 친 중력분과 섞은 뒤 달걀을 섞는다.', '2. 1번에 우유, 생크림을 섞은 뒤 녹인 버터를 빠르게 섞어 크레이프 반죽을 만들어 팬에 굽는다.', '3. 크림치즈에 생크림(10g)을 조금씩 넣으면서 섞는다.', '4. 냄비에 3번과 우유를 끓이다가 설탕, 달걀노른자를 조금씩 섞어 끓인 뒤 얼음물에 받쳐 식힌다.', '5. 귤, 키위, 블루베리를 먹기 좋은 크기로 자른다.', '6. 크레이프 안쪽에 크림치즈 크림을 바르고 과일을 담은 뒤 4번의 소스를 올린다.']",0 4 5,lacto-ovo
콩 판나코타,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01118_1.png,"렌틸콩(레드, 20g), 완두콩(30g),
생크림(40g), 설탕(8g), 판젤라틴(2g)","['1. 완두콩과 렌틸콩은 각각 삶은 뒤 믹서에 간다.', '2. 완두콩과 렌틸콩에 각각 생크림(20g)과 설탕(4g)을 넣고 냄비에 끓인다.', '3. 젤라틴 1g을 물에 넣어 불린다.', '4. 2번에 각각 불린 젤라틴을 혼합하여 녹인다.', '5. 용기에 4번의 렌틸콩을 붓고 얼린다.', '6. 5번이 어느정도 굳으면 4번의 완두콩을 붓고 얼린다.']",0 1 5,flex
고구마치즈크로켓,후식,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01119_1.png,"호박고구마(200g), 새우살(80g),
삼색파프리카(80g), 양파(40g),
모짜렐라치즈(40g), 밀가루(20g),
달걀(1개), 빵가루(20g), 생크림(15g),
버터(10g), 꿀(5g), 식용유(40g)","['1. 고구마는 찜통에 찐 후 껍질을 제거하고 으깨 생크림, 꿀을 넣고 섞는다.', '2. 새우살, 파프리카, 양파는 잘게 다진 뒤 팬에 버터를 두르고 볶는다.', '3. 볼에 1번과 2번을 넣고 서로 잘 섞이도록 치댄다.', '4. 3번을 한입 크기로 떼어낸 후 가운데 모짜렐라 치즈를 넣고 공모양으로 만든다.', '5. 크로켓에 밀가루, 달걀물, 빵가루 순으로 묻힌다.', '6. 180℃의 기름에 크로켓을 튀긴다.']",0 3 4 5,pesco
빵 대신 어묵 사라다,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_01120_1.png,"어묵(150g), 양파(100g), 당근(10g),
양배추(20g), 푸룬(15g), 아몬드(10g),
요거트(30g), 마요네즈(35g), 달걀(1/2개),
빵가루(50g), 밀가루(50g), 식용유(8g),
물(180g)","['1. 양배추, 당근, 양파는 채 썬다.', '2. 채 썬 양파(50g)를 볶다가 물(40g)을 넣은 뒤 믹서로 간다.', '3. 2번에 요거트, 마요네즈, 아몬드, 푸룬을 넣고 믹서로 간다.', '4. 채 썬 양배추, 당근에 3번을 넣고 버무린다.', '5. 어묵은 반을 자르고 밀가루, 달걀, 빵가루 순으로 묻혀 팬에 굽는다.', '6. 어묵 사이에 4번을 넣는다.']",0 3 4 5,pesco
삼색 콩튀김,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053438_1416213278597.jpg,"완두콩 7.5g, 강남콩 7.5g, 제비콩 7.5g, 찹쌀가루 16.5g, 녹말가루 0.8g, 식용유 10g [소스소개]양념장:물엿 10g, 간장 0.6g, 청고추다진것 11.3g, 홍고추다진것 11.3g, 꿀 5g","['1. 강남콩, 제비콩, 완두콩은 불린 뒤 각각 녹말가루를 묻힌다.', '2. 찹쌀가루에 2.5배의 물을 붓고 되직하게 풀을 쑨다.', '3. 찹쌀풀이 완전히 식으면 녹말가루를 묻혀둔 콩에 찹쌀풀을 묻힌다.', '4. 쟁반에 찹쌀가루를 뿌리고 찹쌀풀을 묻힌 콩을 흩뿌려서 가루를 묻힌 뒤 여분의 가루는 털어낸다.', '5. 170℃의 기름에 찹쌀가루 묻힌 콩을 한알씩 붙지 않도록 넣어 찹쌀가루가 하얗게 일어나도록 튀긴다.', '6. 양념장 재료를 섞어 양념장을 만들어 두었다가 튀긴 콩과 뜨거울때 가볍게 버무린다.', '7. 양념장 재료를 섞어 양념장을 만들어 두었다가-D 튀긴 콩과 뜨거울때 가볍게 버무린다.']",0,vegan
청국장 시래기전,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053439_1416213279588.jpg,"대두 10g, 시레기 60g, 청고추 2g, 홍고추 2g, 새우살 13g, 밀가루 6g, 도토리가루 2g, 달걀 6.5g, 식용유 1g","['1. 시레기는 1cm 길이로 자른다.', '2. 저나트륨 청국장은 굵게 다진다.', '3. 청, 홍고추와 새우 살도 굵게 다진다.', '4. 불에 준비된 청국장, 시래기, 청, 홍고추를 도토리가루와 밀가루, 물, 달걀을 넣어 되직하게 반죽한다.', '5. 팬에 식용유를 두르고 반죽을 부친다.', '6. 반죽 위에 새우 살을 얹어 전을 부친다.']",0 3 4,pesco
카레소스를 얹은 두부 스테이크,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053440_1416213280344.jpg,"두부 67g, 애호박 17g, 양송이 33g, 가지 17g, 파프리카 17g, 사과 50g, 감자 33g, 카레가루 10g, 식용유 2g, 녹말가루 5g, 물 5g","['1. 두부를 두께 2cm로 썰어 원형틀로 찍어 준비한다.', '2. 준비한 채소는 작은 정육면체로 썰어 팬에 살짝 볶는다.', '3. 물과 카레가루를 섞어 끓이다가 감자를 넣어 끓이고 감자가 거의 익을 때쯤에 나머지 채소를 넣어 끓인다.', '4. 물과 녹말가루를 섞어 3의 카레소스의 농도를 맞춘다.', '5. 가열된 팬에 두부를 노릇노릇하게 지진다.', '6. 준비한 소스를 두부 스테이크에 뿌려낸다.']",0,vegan
카프라제,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053441_1416213281171.jpg,"생 모짜렐라치즈 20g, 토마토 35g, 발사믹식초 2.5g[소스소개]저나트륨페스토소스:식용유 6.4g, 바질 7.5g,잣 5g, 마늘 1g, 통후추 0.1g","['1. 마늘, 잣, 바질, 오일을 분마기 또는 믹서를 이용해 갈아 페스토소스를 만든다.', '2. 토마토는 두께 0.5cm 두께로 둥글게 썰고, 모짜렐라치즈는 8등분 하여 준비한다.', '3. 접시 중앙에 샐러드용 채소를 담는다.', '4. 발사믹식초는 팬에서 1/2로 졸인다.', '5. 샐러드를 담은 접시 옆에 토마토와 치즈를 올리고 통후추를 토마토와 치즈 위에 소량 뿌린다.', '6. 접시에 전체적으로 식용유를 뿌리고 치즈와 토마토 위에 준비된 저나트륨 페스토소스를 뿌리고 채소에는 졸인 발사믹식초를 뿌려 완성한다.', '7. 접시에 전체적으로 식용유를 뿌리고 치즈와 토마토 위에 준비된 저나트륨 페스토소스를 뿌리고 채소에는 졸인 발사믹식초를 뿌려 완성한다.-D']",0 5,lacto
크램블레,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053442_1416213282171.jpg,"우유 20g, 생크림 80g, 흰설탕 5g, 바닐라빈 0.2g, 달걀노른자 5g, 밀가루 3g, 황설탕 2g","['1. 불에 우유와 생크림, 설탕을 섞고 바닐라빈을 반을 갈라 끓인다.', '2. 다른 불에 달걀노른자를 넣고 설탕, 밀가루를 넣고 섞어둔다.', '3. 우유, 생크림 혼합물을 냄비에 넣고 뭉근한 불에서 데운 뒤 달걀노른자에 익지 않도록 조금씩 넣어  섞는다.', '4. 약한 불로 익히면서 졸아들어 농도가 생기면 불에서 내린다.', '5. 끓인 크림을 오븐용기에 2/3정도 채운 뒤 100℃ 오븐에서 중탕하여 익히고 냉장고에서 완전히 차게 식힌다.', '6. 차갑게 식은 크립위에 황설탕을 뿌리고 가스토치로 설탕표면을 가열한다.', '7. 차갑게 식은 크립위에 황설탕을 뿌리고 가스토치로 설탕표면을 가열한다.']",0 4 5,lacto-ovo
